Component, GAV, License, URL, Scope, Path
ehcache-core,net.sf.ehcache.internal:ehcache-core:2.11.1-atlassian-1:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
ehcache-rest-agent,net.sf.ehcache.internal:ehcache-rest-agent:2.11.1-atlassian-1:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
ehcache-scheduled-refresh,net.sf.ehcache.internal:ehcache-scheduled-refresh:2.11.1-atlassian-1:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
ehcache-search-parser,net.sf.ehcache.internal:ehcache-search-parser:2.11.1-atlassian-1:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
ehcache-terracotta-bootstrap,net.sf.ehcache.internal:ehcache-terracotta-bootstrap:2.11.1-atlassian-1:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
ejb-api,javax.ejb:ejb-api:3.0:jar,Common Development and Distribution License 1.1,https://github.com/javaee/javax.ejb/,binary,
emotion-core,10.0.35,MIT License,https://github.com/emotion-js/emotion/blob/%40emotion/core%4010.0.35/LICENSE,binary,
error-prone annotations,com.google.errorprone:error_prone_annotations:2.17.0:jar,Apache 2.0,https://raw.githubusercontent.com/google/error-prone/master/COPYING,binary,
Events for Confluence API,com.atlassian.confluence.plugin:confluence-copyspace-plugin-api:18.5.6:jar,Atlassian Software License Agreement,http://confluence.atlassian.com/display/CONFEXT/Copy+Space+Plugin/confluence-copyspace-plugin-api,binary,
Extended StAX API,org.jvnet.staxex:stax-ex:1.8:jar,Dual license consisting of the CDDL v1.1 and GPL v2,https://stax-ex.java.net/public/CDDL+GPL_1_1.html,binary,
Failsafe,net.jodah:failsafe:2.4.4:jar,Apache License 2.0,https://failsafe.dev,binary,
fancybox,1.3.4,MIT License,http://code.google.com/p/fancybox/,binary,
fastinfoset,com.sun.xml.fastinfoset:FastInfoset:1.2.15:jar,Apache License 2.0,http://fi.java.net,binary,
fastutil,it.unimi.dsi:fastutil:8.5.11:jar,GNU Lesser General Public License (LGPL) 2.1 or later,http://fastutil.dsi.unimi.it/,binary,
FindBugs-jsr305,com.google.code.findbugs:jsr305:3.0.2:jar,BSD License,http://findbugs.sourceforge.net/,binary,
FindBugs-Native-Annotations,com.google.code.findbugs:findbugs-annotations:3.0.1:jar,GNU Lesser General Public Licence,https://www.gnu.org/licenses/lgpl.html,binary,
Flying Saucer Core Renderer,org.xhtmlrenderer:flying-saucer-core:9.1.22:jar,GNU Lesser General Public License 2.1,http://code.google.com/p/flying-saucer/flying-saucer-core/,binary,
Flying Saucer PDF Rendering (OpenPDF),org.xhtmlrenderer:flying-saucer-pdf-openpdf:9.1.22:jar,GNU Lesser General Public License 2.1,http://code.google.com/p/flying-saucer/flying-saucer-pdf-openpdf/,binary,
Functional Extensions Deprecated Inter-Ops,io.atlassian.fugue:fugue-deprecated:5.0.0:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
Functional Extensions Guava Inter-Ops,io.atlassian.fugue:fugue-guava:5.0.0:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
Functional Extensions Retry Inter-Ops,io.atlassian.fugue:fugue-retry:5.0.0:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
Functional Extensions,io.atlassian.fugue:fugue:5.0.0:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
Functional Guava Extensions,com.atlassian.fugue:fugue:2.7.0:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
Functional Optics Library,io.atlassian.fugue:fugue-optics:5.0.0:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
Functional Test Plugin,com.atlassian.functest:functest-plugin:1.0.3:atlassian-plugin,BSD License,https://www.atlassian.com/public-pom/functest-parent/functest-plugin/,binary,
future-converter-common,net.javacrumbs.future-converter:future-converter-common:1.2.0:jar,Apache License 2.0,https://github.com/lukas-krecan/future-converter/,binary,
future-converter-guava-common,net.javacrumbs.future-converter:future-converter-guava-common:1.2.0:jar,Apache License 2.0,https://github.com/lukas-krecan/future-converter/,binary,
future-converter-java8-common,net.javacrumbs.future-converter:future-converter-java8-common:1.2.0:jar,Apache License 2.0,https://github.com/lukas-krecan/future-converter/,binary,
future-converter-java8-guava,net.javacrumbs.future-converter:future-converter-java8-guava:1.2.0:jar,Apache License 2.0,https://github.com/lukas-krecan/future-converter/,binary,
Gemini Blueprint Core,org.eclipse.gemini.blueprint:gemini-blueprint-core:3.0.0.M01:jar,Eclipse Public License 1.0,http://www.eclipse.org/legal/epl-v10.html,binary,
Gemini Blueprint Extender,org.eclipse.gemini.blueprint:gemini-blueprint-extender:3.0.0.M01:jar,Eclipse Public License 1.0,http://www.eclipse.org/legal/epl-v10.html,binary,com.atlassian.plugins:atlassian-plugins-framework-bundles:7.2.2/gemini-blueprint-extender-3.0.0.M01.jar/META-INF/maven/org.eclipse.gemini.blueprint/gemini-blueprint-extender
Gemini Blueprint IO,org.eclipse.gemini.blueprint:gemini-blueprint-io:3.0.0.M01:jar,Eclipse Public License 1.0,http://www.eclipse.org/legal/epl-v10.html,binary,
GlassFish High Availability APIs and SPI,org.glassfish.ha:ha-api:3.1.13:jar,Eclipse Public License - v 2.0,https://www.eclipse.org/legal/epl-2.0/,binary,
GlueGen Runtime,org.jogamp.gluegen:gluegen-rt-main:2.3.2:jar,BSD,http://jogamp.org/gluegen/www/,binary,com.atlassian.plugins:document-conversion-library:2.7.10/META-INF/lib/gluegen-rt-main-2.3.2.jar
GlueGen Runtime,org.jogamp.gluegen:gluegen-rt:2.3.2:jar,BSD,http://jogamp.org/gluegen/www/,binary,com.atlassian.plugins:document-conversion-library:2.7.10/META-INF/lib/gluegen-rt-2.3.2-natives-linux-amd64.jar
Google Guice - Core Library,com.google.inject:guice:3.0:jar,Apache License 2.0,https://github.com/google/guice,binary,
Google Guice - Extensions - AssistedInject,com.google.inject.extensions:guice-assistedinject:3.0:jar,Apache License 2.0,https://github.com/google/guice,binary,
Google Guice - Extensions - JMX,com.google.inject.extensions:guice-jmx:4.2.3:jar,Apache License 2.0,https://github.com/google/guice,binary,
Google Guice - Extensions - MultiBindings,com.google.inject.extensions:guice-multibindings:3.0:jar,Apache License 2.0,https://github.com/google/guice,binary,
Google Soy compiler,com.google.template.soy:soycompiler:20140422.26-atlassian-2:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
graphql-java,com.graphql-java:graphql-java:20.6:jar,Apache License 2.0,https://github.com/graphql-java/graphql-java,binary,
graphql-java-extended-scalars,com.graphql-java:graphql-java-extended-scalars:17.1:jar,MIT License,https://opensource.org/licenses/MIT,binary,
Gson,com.google.code.gson:gson:2.10.1:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Gson,com.google.code.gson:gson:2.10:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.jwt:jwt-plugin:3.3.2/META-INF/maven/com.google.code.gson/gson
Gson,com.google.code.gson:gson:2.8.9:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.migration:migration-agent:3.9.5/lib/gson-2.8.9.jar/META-INF/maven/com.google.code.gson/gson
Gson,com.google.code.gson:gson:2.9.0:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.plugins:atlassian-plugins-webresource-rest:6.1.0/META-INF/maven/com.google.code.gson/gson
Guava InternalFutureFailureAccess and InternalFutures,com.google.guava:failureaccess:1.0.1:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Guava ListenableFuture only,com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
guava-retrying,com.github.rholder:guava-retrying:1.0.7:jar,Apache License 2.0,https://github.com/rholder/guava-retrying,binary,
Guava: Google Core Libraries for Java,com.google.guava:guava:32.1.3-jre:bundle,Apache License 2.0,https://github.com/google/guava,binary,
gwt-google-apis,Unspecified,Apache License 2.0,http://code.google.com/p/gwt-google-apis/,binary,
H2 Database Engine,com.h2database:h2:1.4.200:jar,Eclipse Public License ,http://www.h2database.com/html/license.html,binary,
Hamcrest Core,org.hamcrest:hamcrest-core:1.3:jar,BSD License,http://www.opensource.org/licenses/bsd-license.php,binary,com.atlassian.functest:functest-plugin:1.0.3/META-INF/lib/hamcrest-core-1.3.jar
Hamcrest Core,org.hamcrest:hamcrest-core:1.4-atlassian-1:jar,BSD License,http://www.opensource.org/licenses/bsd-license.php,binary,com.atlassian.gadgets:atlassian-gadgets-opensocial-plugin:8.1.3/META-INF/lib/hamcrest-core-1.4-atlassian-1.jar/META-INF/maven/org.hamcrest/hamcrest-core
Hamcrest library,org.hamcrest:hamcrest-library:1.3:jar,BSD License,http://www.opensource.org/licenses/bsd-license.php,binary,com.atlassian.functest:functest-plugin:1.0.3/META-INF/lib/hamcrest-library-1.3.jar
Hamcrest library,org.hamcrest:hamcrest-library:1.4-atlassian-1:jar,BSD License,http://www.opensource.org/licenses/bsd-license.php,binary,com.atlassian.gadgets:atlassian-gadgets-opensocial-plugin:8.1.3/META-INF/lib/hamcrest-library-1.4-atlassian-1.jar/META-INF/maven/org.hamcrest/hamcrest-library
hazelcast,com.hazelcast:hazelcast:3.12.14-atlassian-2:jar,Apache License 2.0,https://hazelcast.org/,binary,
hazelcast-aws,com.hazelcast:hazelcast-aws:2.5-atlassian-1:jar,Apache License 2.0,http://hazelcast.org/,binary,
hazelcast-hibernate53,com.hazelcast:hazelcast-hibernate53:1.3.3:jar,Apache License 2.0,http://hazelcast.org/,binary,
HdrHistogram,org.hdrhistogram:HdrHistogram:2.1.12:bundle,Creative Commons CC0,http://creativecommons.org/publicdomain/zero/1.0/,binary,
Hibernate Commons Annotations,org.hibernate.common:hibernate-commons-annotations:5.1.2.Final:jar,GNU Lesser General Public License,https://github.com/hibernate/hibernate-commons-annotations/,binary,
Hibernate ORM - hibernate-c3p0,org.hibernate:hibernate-c3p0:5.6.10.Final:jar,GNU Lesser General Public License,https://hibernate.org/orm/,binary,
Hibernate ORM - hibernate-core,org.hibernate:hibernate-core:5.5.3.Final:jar,GNU Lesser General Public License,http://hibernate.org/hibernate-core,binary,com.atlassian.migration:migration-agent:3.9.5/lib/hibernate-core-5.5.3.Final.jar
Hibernate ORM - hibernate-core,org.hibernate:hibernate-core:5.6.10.Final:jar,GNU Lesser General Public License,https://hibernate.org/orm/,binary,
Hibernate ORM - hibernate-ehcache,org.hibernate:hibernate-ehcache:5.6.10.Final:jar,GNU Lesser General Public License,https://hibernate.org/orm/,binary,
Hibernate ORM - hibernate-entitymanager,org.hibernate:hibernate-entitymanager:5.5.3.Final:jar,GNU Lesser General Public License,http://hibernate.org/hibernate-core,binary,com.atlassian.migration:migration-agent:3.9.5/lib/hibernate-entitymanager-5.5.3.Final.jar
Hibernate ORM - hibernate-entitymanager,org.hibernate:hibernate-entitymanager:5.6.10.Final:jar,GNU Lesser General Public License,https://hibernate.org/orm/,binary,
Hibernate ORM - hibernate-hikaricp,org.hibernate:hibernate-hikaricp:5.6.10.Final:jar,GNU Lesser General Public License 2.1,https://hibernate.org/orm/,binary,
Hibernate Validator Engine,org.hibernate.validator:hibernate-validator:6.0.23.Final:jar,Apache License 2.0,https://github.com/hibernate/hibernate-validator/blob/6.0.22.Final/license.txt,binary,
HikariCP,com.zaxxer:HikariCP:4.0.3:bundle,Apache License 2.0,https://github.com/brettwooldridge/HikariCP,binary,
history,4.10.1,MIT License,https://github.com/ReactTraining/history/blob/v4.10.1/LICENSE,binary,
htmlemailboilerplate,0.5,MIT License,http://github.com/seanpowell/Email-Boilerplate,binary,
HtmlUnit NekoHtml,net.sourceforge.htmlunit:neko-htmlunit:2.67.0:jar,Apache License -  Version 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
HttpClient,commons-httpclient:commons-httpclient:3.1-atlassian-2:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
HyperSQL Database,org.hsqldb:hsqldb:2.3.0:jar,HSQLDB License -  a BSD open source license,http://hsqldb.org/web/hsqlLicense.html,binary,
I18N Libraries,org.apache.abdera:abdera-i18n:1.1.3:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.streams:streams-aggregator-plugin:9.1.37/META-INF/maven/org.apache.abdera/abdera-i18n
iCal4j VCard,org.bedework:bw-ical4j-vcard:1.0.4:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
ical4j,org.mnode.ical4j:ical4j:3.0.21:jar,BSD-style License,https://github.com/ical4j/ical4j/blob/develop/LICENSE.txt,binary,
ical4j-extensions,org.mnode.ical4j:ical4j-extensions:1.0.4:jar,BSD-style License,https://github.com/ical4j/ical4j/blob/develop/LICENSE.txt,binary,
ICU4J,com.ibm.icu:icu4j:63.2:jar,Unicode/ICU License,https://icu.unicode.org/,binary,com.atlassian.soy:soy-template-plugin:6.0.7/META-INF/lib/icu4j-63.2.jar
ICU4J,com.ibm.icu:icu4j:64.1:jar,Unicode/ICU License,https://icu.unicode.org/,binary,
identicon.js,2.3.3,MIT License,https://github.com/Ajido/node-identicon,binary,
IM Presence NG Plugin,com.atlassian.confluence.extra.impresence2:impresence-plugin:18.5.7:atlassian-plugin,Atlassian Software License Agreement,https://ecosystem.atlassian.net/wiki/display/PRES,binary,
image4j,org.jclarion:image4j:0.7:jar,GNU Lesser General Public License (LGPL),http://www.gnu.org/licenses/lgpl.txt,binary,
Information Macros Plugin,com.atlassian.confluence.plugins:confluence-information-plugin:18.5.7:atlassian-plugin,Atlassian Software License Agreement,https://ecosystem.atlassian.net/wiki/display/INFOMACROS/Confluence+Information+Macros+Plugin/confluence-information-plugin,binary,
Inspect Permissions - Gatekeeper,com.atlassian.confluence.plugins.gatekeeper:gatekeeper-plugin:18.5.24:atlassian-plugin,Atlassian Software License Agreement,https://www.atlassian.com/closedsource-pom/confluence-ancillary-plugins/gatekeeper-plugin-parent/gatekeeper-plugin/,binary,
IntelliJ IDEA Annotations,org.jetbrains:annotations:13.0:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.migration:migration-agent:3.9.5/lib/app-migration-assistant-3.0.6-fat.jar/META-INF/maven/org.jetbrains/annotations
isomorphic-fetch,2.2.1,The MIT License (MIT),https://github.com/matthew-andrews/isomorphic-fetch/blob/v2.2.1/LICENSE,binary,
istack common utility code runtime,com.sun.istack:istack-commons-runtime:3.0.7:jar,Common Development and Distribution License 1.1,https://istack-commons.java.net,binary,
J2ObjC Annotations,com.google.j2objc:j2objc-annotations:2.8:jar,Apache License 2.0,https://github.com/google/j2objc/,binary,
Jackrabbit API,org.apache.jackrabbit:oak-jackrabbit-api:1.50.0:bundle,Apache License 2.0,https://jackrabbit.apache.org/,binary,
Jackrabbit JCR Commons,org.apache.jackrabbit:jackrabbit-jcr-commons:2.21.16:bundle,Apache License 2.0,https://jackrabbit.apache.org/,binary,
Jackrabbit JCR Server,org.apache.jackrabbit:jackrabbit-jcr-server:2.21.16:bundle,Apache License 2.0,https://jackrabbit.apache.org/,binary,
Jackrabbit SPI Commons,org.apache.jackrabbit:jackrabbit-spi-commons:2.21.16:bundle,Apache License 2.0,https://jackrabbit.apache.org/,binary,
Jackrabbit SPI,org.apache.jackrabbit:jackrabbit-spi:2.21.16:bundle,Apache License 2.0,https://jackrabbit.apache.org/,binary,
Jackrabbit WebDAV Library,org.apache.jackrabbit:jackrabbit-webdav:2.21.16:bundle,Apache License 2.0,https://jackrabbit.apache.org/,binary,
Jackson dataformat: CBOR,com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.13.4:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.analytics:analytics-client-s3:8.3.2/META-INF/maven/com.fasterxml.jackson.dataformat/jackson-dataformat-cbor
Jackson datatype: jdk8,com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.15.3:bundle,Apache License 2.0,https://github.com/FasterXML/jackson-modules-java8,binary,
Jackson datatype: Joda,com.fasterxml.jackson.datatype:jackson-datatype-joda:2.15.3:jar,Apache License 2.0,https://github.com/FasterXML/jackson-datatype-joda,binary,
Jackson datatype: JSR310,com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.15.3:bundle,Apache License 2.0,https://github.com/FasterXML/jackson-modules-java8,binary,
Jackson,org.codehaus.jackson:jackson-core-asl:1.9.14-atlassian-6:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Jackson-annotations,com.fasterxml.jackson.core:jackson-annotations:2.13.4:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.analytics:analytics-client-s3:8.3.2/META-INF/maven/com.fasterxml.jackson.core/jackson-annotations
Jackson-annotations,com.fasterxml.jackson.core:jackson-annotations:2.14.0:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.plugins.rest:atlassian-rest-module:7.1.8/META-INF/maven/com.fasterxml.jackson.core/jackson-annotations
Jackson-annotations,com.fasterxml.jackson.core:jackson-annotations:2.14.2:bundle,Apache License 2.0,https://github.com/FasterXML/jackson-annotations,binary,com.atlassian.applinks:applinks-plugin:9.1.4/META-INF/maven/com.fasterxml.jackson.core/jackson-annotations
Jackson-annotations,com.fasterxml.jackson.core:jackson-annotations:2.15.2:jar,Apache License 2.0,https://github.com/FasterXML/jackson-annotations,binary,com.atlassian.migration:migration-agent:3.9.5/lib/jackson-annotations-2.15.2.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-annotations
Jackson-annotations,com.fasterxml.jackson.core:jackson-annotations:2.15.3:jar,Apache License 2.0,https://github.com/FasterXML/jackson-annotations,binary,
Jackson-annotations,com.fasterxml.jackson.core:jackson-annotations:2.16.1:jar,Apache License 2.0,https://github.com/FasterXML/jackson,binary,com.atlassian.confluence.plugins.gatekeeper:gatekeeper-plugin:18.5.24/META-INF/lib/jackson-annotations-2.16.1.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-annotations
Jackson-core,com.fasterxml.jackson.core:jackson-core:2.13.4:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.analytics:analytics-client-s3:8.3.2/META-INF/maven/com.fasterxml.jackson.core/jackson-core
Jackson-core,com.fasterxml.jackson.core:jackson-core:2.14.2:bundle,Apache License 2.0,https://github.com/FasterXML/jackson-core,binary,com.atlassian.applinks:applinks-plugin:9.1.4/META-INF/maven/com.fasterxml.jackson.core/jackson-core
Jackson-core,com.fasterxml.jackson.core:jackson-core:2.15.2:jar,Apache License 2.0,https://github.com/FasterXML/jackson-core,binary,com.atlassian.migration:migration-agent:3.9.5/lib/jackson-core-2.15.2.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-core
Jackson-core,com.fasterxml.jackson.core:jackson-core:2.15.3:jar,Apache License 2.0,https://github.com/FasterXML/jackson-core,binary,
Jackson-core,com.fasterxml.jackson.core:jackson-core:2.16.1:jar,Apache License 2.0,https://github.com/FasterXML/jackson-core,binary,com.atlassian.confluence.plugins.gatekeeper:gatekeeper-plugin:18.5.24/META-INF/lib/jackson-core-2.16.1.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-core
jackson-databind,com.fasterxml.jackson.core:jackson-databind:2.13.4.2:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.analytics:analytics-client-s3:8.3.2/META-INF/maven/com.fasterxml.jackson.core/jackson-databind
jackson-databind,com.fasterxml.jackson.core:jackson-databind:2.14.2:bundle,Apache License 2.0,https://github.com/FasterXML/jackson-databind,binary,com.atlassian.applinks:applinks-plugin:9.1.4/META-INF/maven/com.fasterxml.jackson.core/jackson-databind
jackson-databind,com.fasterxml.jackson.core:jackson-databind:2.15.2:jar,Apache License 2.0,https://github.com/FasterXML/jackson-databind,binary,com.atlassian.migration:migration-agent:3.9.5/lib/jackson-databind-2.15.2.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind
jackson-databind,com.fasterxml.jackson.core:jackson-databind:2.15.3:jar,Apache License 2.0,https://github.com/FasterXML/jackson-databind,binary,
jackson-databind,com.fasterxml.jackson.core:jackson-databind:2.16.1:jar,Apache License 2.0,https://github.com/FasterXML/jackson,binary,com.atlassian.confluence.plugins.gatekeeper:gatekeeper-plugin:18.5.24/META-INF/lib/jackson-databind-2.16.1.jar/META-INF/maven/com.fasterxml.jackson.core/jackson-databind
jackson-module-kotlin,com.fasterxml.jackson.module:jackson-module-kotlin:2.15.2:bundle,Apache License 2.0,https://github.com/FasterXML/jackson-module-kotlin,binary,
jai_codec,com.sun:jai_codec:1.1.3:jar,BSD License,,binary,
jai_core,com.sun:jai_core:1.1.3:jar,BSD License,,binary,
Jakarta Activation API jar,jakarta.activation:jakarta.activation-api:1.2.2:jar,Eclipse Public License - v 2.0,https://www.eclipse.org/legal/epl-2.0,binary,
Jakarta Activation,com.sun.activation:jakarta.activation:1.2.2:jar,Eclipse Distribution License - v 1.0,http://www.eclipse.org/org/documents/edl-v10.php,binary,
Jakarta Annotations API,jakarta.annotation:jakarta.annotation-api:1.3.5:jar,Eclipse Public License - v 2.0,https://www.eclipse.org/legal/epl-2.0,binary,
Jakarta Bean Validation API,jakarta.validation:jakarta.validation-api:2.0.2:jar,Eclipse Public License - v 2.0,https://www.eclipse.org/legal/epl-2.0,binary,
Jakarta Dependency Injection,jakarta.inject:jakarta.inject-api:1.0.5:jar,Eclipse Public License - v 2.0,https://www.eclipse.org/legal/epl-2.0,binary,
Jakarta Mail API jar,jakarta.mail:jakarta.mail-api:1.6.7:jar,Eclipse Public License - v 2.0,https://github.com/jakartaee/mail-api,binary,
Jakarta Mail API,com.sun.mail:jakarta.mail:1.6.7:jar,Eclipse Public License - v 2.0,https://github.com/jakartaee/mail-api,binary,
Jakarta Persistence API,jakarta.persistence:jakarta.persistence-api:2.2.3:jar,Eclipse Public License - v 2.0,https://www.eclipse.org/legal/epl-2.0,binary,
Jakarta Server Pages API,jakarta.servlet.jsp:jakarta.servlet.jsp-api:2.3.6:jar,Eclipse Public License - v 2.0,https://www.eclipse.org/legal/epl-2.0,binary,
Jakarta Servlet,jakarta.servlet:jakarta.servlet-api:4.0.4:jar,Eclipse Public License - v 2.0,https://www.eclipse.org/legal/epl-2.0,binary,
Jakarta SOAP Implementation,com.sun.xml.messaging.saaj:saaj-impl:1.5.3:jar,BSD license,https://www.eclipse.org/org/documents/edl-v10.php,binary,
Jakarta SOAP with Attachments API,jakarta.xml.soap:jakarta.xml.soap-api:1.4.2:jar,BSD license,https://www.eclipse.org/org/documents/edl-v10.php,binary,
Jakarta Web Services Metadata API,jakarta.jws:jakarta.jws-api:2.1.0:jar,BSD license,https://www.eclipse.org/org/documents/edl-v10.php,binary,
Jakarta XML Binding API,jakarta.xml.bind:jakarta.xml.bind-api:2.3.3:jar,Eclipse Distribution License - v 1.0,http://www.eclipse.org/org/documents/edl-v10.php,binary,
Jakarta XML Web Services API,jakarta.xml.ws:jakarta.xml.ws-api:2.3.3:jar,BSD license,https://www.eclipse.org/org/documents/edl-v10.php,binary,
jakarta-regexp,jakarta-regexp:jakarta-regexp:1.4:jar,Apache License 2.0,,binary,
Java Annotation Indexer,org.jboss:jandex:2.4.2.Final:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Java Architecture for XML Binding,javax.xml.bind:jaxb-api:2.2.11:jar,Common Development and Distribution License 1.1,https://glassfish.java.net/public/CDDL+GPL_1_1.html,binary,com.atlassian.crowd:embedded-crowd-admin-plugin:5.0.0/META-INF/maven/javax.xml.bind/jaxb-api
Java HTTP cache :: API,org.codehaus.httpcache4j:httpcache4j-api:5.1.1:jar,Apache License 2.0,http://apache.org/licenses/LICENSE-2.0,binary,
Java HTTP cache :: Core,org.codehaus.httpcache4j:httpcache4j-core:5.1.1:jar,Apache License 2.0,http://apache.org/licenses/LICENSE-2.0,binary,
Java HTTP cache :: Resolvers :: HttpComponents HttpClient,org.codehaus.httpcache4j.resolvers:resolvers-httpcomponents-httpclient:5.1.1:jar,Apache License 2.0,http://apache.org/licenses/LICENSE-2.0,binary,
Java HTTP cache :: Storage API,org.codehaus.httpcache4j:httpcache4j-storage-api:5.1.1:jar,Apache License 2.0,http://apache.org/licenses/LICENSE-2.0,binary,
Java Native Access Platform,net.java.dev.jna:jna-platform:5.11.0:jar,Apache License 2.0,https://github.com/java-native-access/jna/blob/master/LICENSE,binary,
Java Native Access Platform,net.java.dev.jna:jna-platform:5.13.0:jar,Apache License 2.0,https://github.com/java-native-access/jna/blob/master/LICENSE,binary,com.atlassian.confluence.officeconnector:OfficeConnector:18.5.24/META-INF/lib/jna-platform-5.13.0.jar
Java Native Access,net.java.dev.jna:jna:5.11.0:jar,Apache License 2.0,https://github.com/java-native-access/jna/blob/master/LICENSE,binary,
Java Native Access,net.java.dev.jna:jna:5.13.0:jar,Apache License 2.0,https://github.com/java-native-access/jna/blob/master/LICENSE,binary,com.atlassian.confluence.officeconnector:OfficeConnector:18.5.24/META-INF/lib/jna-5.13.0.jar
java-dataloader,com.graphql-java:java-dataloader:3.2.0:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
javascript-stacktrace,20120821,Public Domain,http://github.com/eriwen/javascript-stacktrace/,binary,
Javassist,org.javassist:javassist:3.21.0-GA:bundle,Mozilla Public License 1.1,http://www.mozilla.org/MPL/MPL-1.1.html,binary,com.atlassian.plugins.rest:atlassian-rest-module:7.1.8/META-INF/maven/org.javassist/javassist
Javassist,org.javassist:javassist:3.23.1-GA:bundle,Mozilla Public License 1.1,http://www.mozilla.org/MPL/MPL-1.1.html,binary,com.atlassian.migration:migration-agent:3.9.5/lib/javassist-3.23.1-GA.jar/META-INF/maven/org.javassist/javassist
Javassist,org.javassist:javassist:3.24.0-GA:bundle,Mozilla Public License 1.1,http://www.mozilla.org/MPL/MPL-1.1.html,binary,
javax.inject,javax.inject:javax.inject:1:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.soy:soy-template-plugin:6.0.7/META-INF/lib/javax.inject-1.jar
javax.persistence-api,javax.persistence:javax.persistence-api:2.2:jar,Eclipse Public License v. 2.0,https://github.com/eclipse/javax.persistence,binary,com.atlassian.migration:migration-agent:3.9.5/lib/javax.persistence-api-2.2.jar/META-INF/maven/javax.persistence/javax.persistence-api
javax.transaction API,javax.transaction:javax.transaction-api:1.2:jar,Common Development and Distribution License 1.1,https://github.com/javaee/javax.transaction/,binary,
JAX-RS provider for JSON content type,org.codehaus.jackson:jackson-jaxrs:1.9.14-atlassian-6:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
JAX-WS RI Runtime (jaxws-rt),com.sun.xml.ws:jaxws-rt:2.3.5:jar,BSD license,https://www.eclipse.org/org/documents/edl-v10.php,binary,
JAXB isorelax library,com.sun.xml.bind.jaxb:isorelax:20090621:jar,Common Development and Distribution License 1.1,https://spdx.org/licenses/CDDL-1.1.html,binary,com.atlassian.plugins.authentication:atlassian-authentication-plugin:4.2.26/META-INF/maven/com.sun.xml.bind.jaxb/isorelax
JAXB Runtime,org.glassfish.jaxb:jaxb-runtime:2.3.1:jar,Dual license consisting of the CDDL v1.1 and GPL v2,https://glassfish.java.net/public/CDDL+GPL_1_1.html,binary,
